Hours_Studied,Attendance,Family_Income,Parental_Education_Level,Exam_Score,Family_Income_Score,Distance_Score,Activity_Hours,Weekly_Commute_Hours,Study_Variance,External_Load,Is_Critical,Risk_Score
25,71,Low,High School,67,1,0.5,12,5,5,17,False,46.0
23,98,High,High School,71,3,0.5,0,5,3,5,False,2.3333333333333335
30,90,Medium,High School,74,2,0.5,0,5,10,5,False,7.5
20,99,Medium,High School,70,2,0.5,0,5,0,5,False,3.0
24,62,Low,College,63,1,1.0,0,10,4,10,False,48.0
13,71,Medium,College,64,2,0.5,0,5,-7,5,False,17.0
18,68,Low,High School,66,1,0.5,12,5,-2,17,False,49.0
24,60,Medium,Postgraduate,64,2,0.5,12,5,4,17,False,28.5
25,70,Medium,College,69,2,1.0,12,10,5,22,False,26.0
18,87,Medium,Postgraduate,71,2,0.5,12,5,-2,17,False,15.0
20,69,Low,High School,64,1,0.5,0,5,0,5,False,36.0
11,80,Low,High School,65,1,0.5,12,5,-9,17,False,37.0
18,96,Medium,College,69,2,0.5,0,5,-2,5,False,4.5
25,88,Medium,High School,68,2,0.5,0,5,5,5,False,8.5
23,76,Medium,High School,68,2,0.5,12,5,3,17,False,20.5
23,75,Low,High School,68,1,1.0,12,10,3,22,False,47.0
20,78,Medium,High School,65,2,2.0,12,15,0,27,True,24.5
20,67,Medium,College,65,2,0.5,0,5,0,5,False,19.0
16,85,High,College,66,3,0.5,0,5,-4,5,False,6.666666666666667
24,75,Medium,Postgraduate,66,2,0.5,0,5,4,5,False,15.0
23,94,High,High School,71,3,1.0,12,10,3,22,False,9.333333333333334
23,90,Low,High School,68,1,0.5,12,5,3,17,False,27.0
17,84,High,College,65,3,1.0,12,10,-3,22,False,12.666666666666666
7,75,Medium,College,63,2,1.0,12,10,-13,22,False,23.5
27,68,Medium,Postgraduate,66,2,2.0,0,15,7,15,False,23.5
17,91,Low,College,71,1,1.0,12,10,-3,22,False,31.0
15,79,Low,College,65,1,1.0,12,10,-5,22,False,43.0
24,69,Medium,High School,68,2,0.5,12,5,4,17,False,24.0
18,68,High,Postgraduate,66,3,0.5,12,5,-2,17,False,16.333333333333332
26,67,Low,High School,64,1,0.5,0,5,6,5,False,38.0
24,91,Low,College,70,1,0.5,12,5,4,17,False,26.0
24,69,High,College,70,3,1.0,12,10,4,22,False,17.666666666666668
22,83,Medium,College,71,2,0.5,0,5,2,5,False,11.0
18,95,Medium,High School,70,2,1.0,0,10,-2,10,False,7.5
21,95,Low,Postgraduate,70,1,0.5,0,5,1,5,False,10.0
9,78,Medium,High School,66,2,0.5,12,5,-11,17,False,19.5
22,61,Low,Postgraduate,64,1,0.5,0,5,2,5,False,44.0
14,77,Low,College,66,1,1.0,0,10,-6,10,False,33.0
12,84,Low,High School,68,1,0.5,12,5,-8,17,False,33.0
11,82,Medium,High School,61,2,0.5,0,5,-9,5,False,11.5
27,86,Low,College,72,1,0.5,12,5,7,17,False,31.0
16,66,Low,High School,66,1,1.0,0,10,-4,10,False,44.0
29,86,Low,College,68,1,0.5,12,5,9,17,False,31.0
17,67,Low,College,61,1,2.0,0,15,-3,15,False,48.0
10,90,Medium,High School,67,2,0.5,12,5,-10,17,False,13.5
13,74,Low,College,66,1,0.5,12,5,-7,17,False,43.0
27,88,Medium,Postgraduate,74,2,1.0,12,10,7,22,False,17.0
19,62,High,Postgraduate,66,3,0.5,12,5,-1,17,False,18.333333333333332
17,76,Medium,Postgraduate,67,2,1.0,12,10,-3,22,False,23.0
21,88,Medium,College,71,2,0.5,12,5,1,17,False,14.5
23,69,Medium,College,66,2,2.0,12,15,3,27,True,29.0
27,92,Low,High School,71,1,1.0,12,10,7,22,False,30.0
29,85,Low,Postgraduate,72,1,1.0,12,10,9,22,False,37.0
18,84,Medium,High School,66,2,0.5,12,5,-2,17,False,16.5
12,74,Low,High School,62,1,0.5,12,5,-8,17,False,43.0
18,79,Low,High School,66,1,1.0,12,10,-2,22,False,43.0
22,84,Low,High School,69,1,1.0,12,10,2,22,False,38.0
14,88,Medium,High School,69,2,0.5,12,5,-6,17,False,14.5
22,77,Medium,Postgraduate,69,2,0.5,12,5,2,17,False,20.0
20,68,Low,College,64,1,1.0,12,10,0,22,False,54.0
20,69,Medium,College,68,2,0.5,12,5,0,17,False,24.0
15,60,Low,High School,63,1,0.5,12,5,-5,17,False,57.0
19,72,Low,High School,64,1,0.5,12,5,-1,17,False,45.0
14,90,Medium,Postgraduate,69,2,0.5,12,5,-6,17,False,13.5
25,92,Medium,High School,71,2,0.5,0,5,5,5,False,6.5
26,68,Medium,College,67,2,2.0,0,15,6,15,False,23.5
14,80,Low,College,66,1,2.0,12,15,-6,27,True,47.0
11,97,Medium,High School,67,2,0.5,12,5,-9,17,False,10.0
16,88,Medium,Postgraduate,68,2,0.5,0,5,-4,5,False,8.5
19,89,Medium,High School,69,2,0.5,12,5,-1,17,False,14.0
11,63,Low,High School,62,1,1.0,12,10,-9,22,False,59.0
14,69,High,High School,66,3,1.0,12,10,-6,22,False,17.666666666666668
14,60,Low,Postgraduate,63,1,0.5,12,5,-6,17,False,57.0
21,89,Low,College,67,1,0.5,12,5,1,17,False,28.0
16,91,Medium,High School,66,2,2.0,0,15,-4,15,False,12.0
21,74,Medium,High School,66,2,0.5,12,5,1,17,False,21.5
17,93,Low,High School,67,1,1.0,0,10,-3,10,False,17.0
18,65,High,High School,66,3,0.5,12,5,-2,17,False,17.333333333333332
30,67,Medium,College,69,2,0.5,12,5,10,17,False,25.0
28,74,Medium,Postgraduate,72,2,0.5,0,5,8,5,False,15.5
12,76,Low,High School,60,1,0.5,12,5,-8,17,False,41.0
25,74,Low,High School,68,1,1.0,12,10,5,22,False,48.0
25,91,Medium,High School,72,2,0.5,12,5,5,17,False,13.0
13,64,High,High School,64,3,0.5,12,5,-7,17,False,17.666666666666668
25,74,High,High School,65,3,1.0,12,10,5,22,False,16.0
29,93,Medium,High School,76,2,0.5,0,5,9,5,False,6.0
13,63,Low,High School,59,1,0.5,0,5,-7,5,False,42.0
14,98,Low,High School,67,1,1.0,12,10,-6,22,False,24.0
26,99,Medium,High School,73,2,0.5,12,5,6,17,False,9.0
22,64,Medium,College,64,2,0.5,0,5,2,5,False,20.5
23,72,Medium,High School,67,2,0.5,0,5,3,5,False,16.5
22,75,High,College,69,3,0.5,12,5,2,17,False,14.0
22,91,Low,College,69,1,1.0,12,10,2,22,False,31.0
12,84,Medium,College,67,2,1.0,12,10,-8,22,False,19.0
26,86,Low,High School,72,1,0.5,12,5,6,17,False,31.0
27,90,Low,College,86,1,0.5,0,5,7,5,False,15.0
19,65,Low,High School,62,1,2.0,12,15,-1,27,True,62.0
20,93,Medium,Postgraduate,69,2,0.5,0,5,0,5,False,6.0
11,88,Medium,Postgraduate,68,2,0.5,12,5,-9,17,False,14.5
23,83,Medium,High School,99,2,2.0,12,15,3,27,True,22.0
23,96,Low,College,70,1,2.0,12,15,3,27,True,31.0
20,88,Medium,High School,68,2,0.5,12,5,0,17,False,14.5
27,68,Medium,High School,67,2,0.5,12,5,7,17,False,24.5
18,77,Low,Postgraduate,66,1,0.5,12,5,-2,17,False,40.0
23,80,High,High School,66,3,0.5,0,5,3,5,False,8.333333333333334
14,62,Low,College,62,1,1.0,12,10,-6,22,False,60.0
20,98,High,College,72,3,0.5,12,5,0,17,False,6.333333333333333
19,65,Medium,Postgraduate,64,2,0.5,12,5,-1,17,False,26.0
21,88,Medium,High School,68,2,0.5,12,5,1,17,False,14.5
18,80,Low,Postgraduate,66,1,2.0,12,15,-2,27,True,47.0
19,61,Medium,College,68,2,0.5,12,5,-1,17,False,28.0
25,97,High,Postgraduate,75,3,0.5,12,5,5,17,False,6.666666666666667
17,94,Low,College,67,1,2.0,0,15,-3,15,False,21.0
10,81,Low,College,65,1,0.5,12,5,-10,17,False,36.0
30,69,Medium,High School,68,2,0.5,0,5,10,5,False,18.0
28,65,Low,High School,67,1,0.5,12,5,8,17,False,52.0
12,75,Low,College,63,1,0.5,12,5,-8,17,False,42.0
24,70,Medium,High School,67,2,0.5,12,5,4,17,False,23.5
17,80,Low,Postgraduate,67,1,0.5,12,5,-3,17,False,37.0
22,99,Medium,College,73,2,0.5,12,5,2,17,False,9.0
22,83,Low,High School,67,1,0.5,12,5,2,17,False,34.0
19,96,High,Postgraduate,71,3,0.5,0,5,-1,5,False,3.0
15,86,Medium,High School,67,2,0.5,0,5,-5,5,False,9.5
16,79,High,College,68,3,0.5,12,5,-4,17,False,12.666666666666666
15,94,High,College,68,3,0.5,12,5,-5,17,False,7.666666666666667
15,79,High,High School,66,3,2.0,12,15,-5,27,True,16.0
20,95,Low,High School,68,1,0.5,12,5,0,17,False,22.0
16,72,Medium,High School,63,2,0.5,0,5,-4,5,False,16.5
24,65,Medium,Postgraduate,68,2,1.0,0,10,4,10,False,22.5
29,94,Medium,High School,74,2,0.5,12,5,9,17,False,11.5
21,96,Low,Postgraduate,69,1,1.0,12,10,1,22,False,26.0
23,98,Low,High School,70,1,1.0,0,10,3,10,False,12.0
23,62,Medium,College,65,2,1.0,12,10,3,22,False,30.0
20,80,Medium,College,68,2,0.5,0,5,0,5,False,12.5
24,75,Medium,College,65,2,1.0,0,10,4,10,False,17.5
23,85,High,College,68,3,0.5,0,5,3,5,False,6.666666666666667
13,92,Low,High School,68,1,0.5,12,5,-7,17,False,25.0
25,71,Low,Postgraduate,66,1,2.0,12,15,5,27,True,56.0
25,82,High,College,70,3,0.5,0,5,5,5,False,7.666666666666667
15,88,High,High School,66,3,2.0,0,15,-5,15,False,9.0
20,65,Low,High School,64,1,0.5,12,5,0,17,False,52.0
24,93,Low,College,70,1,0.5,0,5,4,5,False,12.0
19,84,High,High School,68,3,0.5,0,5,-1,5,False,7.0
26,98,Low,College,74,1,1.0,12,10,6,22,False,24.0
34,74,Low,College,71,1,0.5,12,5,14,17,False,43.0
15,64,Low,High School,61,1,0.5,12,5,-5,17,False,53.0
12,80,Low,High School,64,1,0.5,0,5,-8,5,False,25.0
22,63,High,Postgraduate,64,3,1.0,0,10,2,10,False,15.666666666666666
24,99,Medium,High School,73,2,0.5,12,5,4,17,False,9.0
19,62,Low,College,62,1,1.0,12,10,-1,22,False,60.0
29,90,High,High School,71,3,0.5,12,5,9,17,False,9.0
12,81,Medium,Postgraduate,68,2,0.5,12,5,-8,17,False,18.0
24,75,Medium,Postgraduate,67,2,0.5,12,5,4,17,False,21.0
30,85,Medium,College,71,2,0.5,0,5,10,5,False,10.0
32,83,High,High School,72,3,0.5,12,5,12,17,False,11.333333333333334
15,71,Medium,Postgraduate,66,2,1.0,0,10,-5,10,False,19.5
17,96,Medium,High School,67,2,0.5,12,5,-3,17,False,10.5
25,72,Low,College,66,1,1.0,12,10,5,22,False,50.0
18,78,High,College,68,3,0.5,0,5,-2,5,False,9.0
20,82,Medium,College,64,2,0.5,12,5,0,17,False,17.5
20,64,Medium,High School,65,2,0.5,12,5,0,17,False,26.5
8,97,Low,High School,66,1,0.5,12,5,-12,17,False,20.0
20,75,Medium,College,69,2,1.0,12,10,0,22,False,23.5
16,63,Medium,College,64,2,1.0,0,10,-4,10,False,23.5
17,75,Low,College,65,1,0.5,12,5,-3,17,False,42.0
29,84,Low,Postgraduate,72,1,2.0,12,15,9,27,True,43.0
12,81,Medium,College,65,2,0.5,0,5,-8,5,False,12.0
25,88,Medium,College,70,2,0.5,12,5,5,17,False,14.5
18,62,Medium,Postgraduate,64,2,1.0,12,10,-2,22,False,30.0
18,71,Low,High School,62,1,1.0,12,10,-2,22,False,51.0
25,93,Low,High School,69,1,0.5,0,5,5,5,False,12.0
22,63,Medium,Postgraduate,62,2,1.0,0,10,2,10,False,23.5
23,94,Low,High School,69,1,0.5,12,5,3,17,False,23.0
18,93,Medium,High School,71,2,1.0,12,10,-2,22,False,14.5
16,74,Low,High School,66,1,0.5,12,5,-4,17,False,43.0
13,84,Low,High School,64,1,0.5,0,5,-7,5,False,21.0
15,66,High,High School,63,3,1.0,12,10,-5,22,False,18.666666666666668
38,63,Medium,College,69,2,1.0,0,10,18,10,False,23.5
27,69,Medium,High School,68,2,0.5,12,5,7,17,False,24.0
12,65,Medium,High School,63,2,0.5,12,5,-8,17,False,26.0
12,72,High,College,64,3,2.0,12,15,-8,27,True,18.333333333333332
23,81,Low,Postgraduate,66,1,0.5,12,5,3,17,False,36.0
23,84,High,High School,71,3,0.5,12,5,3,17,False,11.0
23,92,High,High School,72,3,0.5,12,5,3,17,False,8.333333333333334
18,86,Low,College,88,1,0.5,0,5,-2,5,False,19.0
19,84,Low,College,66,1,2.0,12,15,-1,27,True,43.0
22,76,Low,High School,65,1,1.0,12,10,2,22,False,46.0
21,79,Medium,High School,66,2,0.5,12,5,1,17,False,19.0
7,77,Low,College,62,1,1.0,12,10,-13,22,False,45.0
19,94,Low,High School,68,1,1.0,0,10,-1,10,False,16.0
15,69,Low,Postgraduate,65,1,0.5,12,5,-5,17,False,48.0
21,60,Low,High School,62,1,0.5,0,5,1,5,False,45.0
38,86,Low,High School,74,1,1.0,0,10,18,10,False,24.0
22,68,Medium,Postgraduate,64,2,0.5,12,5,2,17,False,24.5
26,94,Low,High School,70,1,0.5,0,5,6,5,False,11.0
23,63,Medium,High School,65,2,2.0,0,15,3,15,False,26.0
23,64,Low,High School,66,1,0.5,12,5,3,17,False,53.0
24,80,Medium,College,67,2,2.0,12,15,4,27,True,23.5
32,84,Low,High School,73,1,0.5,12,5,12,17,False,33.0
13,71,High,College,65,3,1.0,12,10,-7,22,False,17.0
23,89,Medium,College,74,2,0.5,0,5,3,5,False,8.0
14,84,High,College,66,3,0.5,0,5,-6,5,False,7.0
23,73,High,High School,67,3,0.5,0,5,3,5,False,10.666666666666666
14,61,Low,High School,58,1,0.5,0,5,-6,5,False,44.0
17,90,Low,Postgraduate,71,1,1.0,0,10,-3,10,False,20.0
18,69,Medium,High School,63,2,1.0,12,10,-2,22,False,26.5
26,93,Medium,College,73,2,0.5,0,5,6,5,False,6.0
26,77,Medium,High School,68,2,2.0,12,15,6,27,True,25.0
13,83,Low,College,66,1,0.5,12,5,-7,17,False,34.0
20,95,Low,High School,68,1,0.5,0,5,0,5,False,10.0
16,95,Medium,High School,66,2,0.5,0,5,-4,5,False,5.0
12,75,Medium,High School,62,2,0.5,0,5,-8,5,False,15.0
19,68,Medium,High School,78,2,1.0,12,10,-1,22,False,27.0
18,91,Medium,College,68,2,0.5,0,5,-2,5,False,7.0
35,77,High,College,77,3,0.5,12,5,15,17,False,13.333333333333334
23,68,Medium,College,65,2,0.5,12,5,3,17,False,24.5
12,96,High,Postgraduate,73,3,0.5,12,5,-8,17,False,7.0
17,68,Low,College,64,1,0.5,12,5,-3,17,False,49.0
26,61,High,College,67,3,0.5,12,5,6,17,False,18.666666666666668
33,61,Medium,High School,69,2,0.5,0,5,13,5,False,22.0
10,85,Low,High School,60,1,1.0,12,10,-10,22,False,37.0
9,86,Medium,College,66,2,0.5,0,5,-11,5,False,9.5
31,72,Low,High School,70,1,0.5,12,5,11,17,False,45.0
22,73,Low,College,66,1,0.5,12,5,2,17,False,44.0
15,74,Medium,High School,64,2,2.0,12,15,-5,27,True,26.5
23,87,High,College,70,3,0.5,0,5,3,5,False,6.0
22,69,High,High School,64,3,1.0,12,10,2,22,False,17.666666666666668
26,100,Medium,High School,72,2,0.5,0,5,6,5,False,2.5
14,67,Low,High School,60,1,0.5,12,5,-6,17,False,50.0
21,91,High,High School,70,3,0.5,12,5,1,17,False,8.666666666666666
14,69,High,Postgraduate,62,3,1.0,12,10,-6,22,False,17.666666666666668
22,63,High,High School,66,3,1.0,12,10,2,22,False,19.666666666666668
18,94,Low,College,65,1,1.0,12,10,-2,22,False,28.0
14,76,Low,High School,64,1,0.5,12,5,-6,17,False,41.0
24,88,High,High School,72,3,0.5,12,5,4,17,False,9.666666666666666
25,82,Low,High School,71,1,0.5,12,5,5,17,False,35.0
19,94,Medium,High School,68,2,0.5,0,5,-1,5,False,5.5
20,73,Medium,High School,68,2,1.0,12,10,0,22,False,24.5
11,81,High,Postgraduate,64,3,2.0,12,15,-9,27,True,15.333333333333334
18,79,Medium,High School,65,2,0.5,12,5,-2,17,False,19.0
20,74,Low,High School,64,1,1.0,12,10,0,22,False,48.0
36,96,Low,College,75,1,1.0,0,10,16,10,False,14.0
13,67,Low,High School,61,1,0.5,12,5,-7,17,False,50.0
29,66,Medium,Postgraduate,68,2,0.5,0,5,9,5,False,19.5
26,83,Low,College,70,1,1.0,0,10,6,10,False,27.0
22,86,High,Postgraduate,71,3,0.5,0,5,2,5,False,6.333333333333333
31,68,Low,High School,66,1,0.5,12,5,11,17,False,49.0
22,76,Low,College,66,1,0.5,12,5,2,17,False,41.0
22,98,Low,High School,70,1,2.0,12,15,2,27,True,29.0
20,70,Low,High School,62,1,0.5,0,5,0,5,False,35.0
27,87,High,High School,72,3,1.0,12,10,7,22,False,11.666666666666666
27,90,Medium,High School,72,2,1.0,0,10,7,10,False,10.0
16,78,Low,College,63,1,1.0,12,10,-4,22,False,44.0
12,98,Low,College,69,1,0.5,12,5,-8,17,False,19.0
19,89,Medium,Postgraduate,68,2,1.0,12,10,-1,22,False,16.5
15,78,Medium,High School,67,2,0.5,12,5,-5,17,False,19.5
20,83,Low,College,71,1,0.5,12,5,0,17,False,34.0
27,88,Low,High School,67,1,2.0,12,15,7,27,True,39.0
17,84,Medium,High School,62,2,0.5,12,5,-3,17,False,16.5
20,95,Low,High School,69,1,1.0,0,10,0,10,False,15.0
20,74,Low,High School,67,1,0.5,12,5,0,17,False,43.0
25,72,Low,Postgraduate,71,1,0.5,12,5,5,17,False,45.0
7,69,Medium,High School,87,2,2.0,12,15,-13,27,True,29.0
16,62,High,High School,62,3,1.0,0,10,-4,10,False,16.0
21,62,Low,College,64,1,0.5,12,5,1,17,False,55.0
27,95,Medium,High School,74,2,2.0,0,15,7,15,False,10.0
17,87,Low,College,69,1,1.0,12,10,-3,22,False,35.0
9,86,Low,High School,65,1,0.5,0,5,-11,5,False,19.0
24,85,Medium,College,66,2,1.0,12,10,4,22,False,18.5
16,94,Medium,Postgraduate,70,2,0.5,12,5,-4,17,False,11.5
13,79,Medium,High School,68,2,0.5,0,5,-7,5,False,13.0
16,95,High,College,70,3,0.5,0,5,-4,5,False,3.3333333333333335
19,74,Medium,High School,68,2,0.5,0,5,-1,5,False,15.5
16,97,Low,High School,69,1,0.5,12,5,-4,17,False,20.0
7,88,Medium,Postgraduate,66,2,1.0,12,10,-13,22,False,17.0
25,70,Low,College,65,1,1.0,12,10,5,22,False,52.0
28,83,Medium,College,71,2,0.5,12,5,8,17,False,17.0
24,81,Low,High School,66,1,1.0,12,10,4,22,False,41.0
13,66,Low,High School,61,1,0.5,12,5,-7,17,False,51.0
19,84,Medium,Postgraduate,69,2,1.0,12,10,-1,22,False,19.0
20,73,Medium,College,65,2,0.5,0,5,0,5,False,16.0
24,62,Medium,College,63,2,1.0,12,10,4,22,False,30.0
24,98,Low,Postgraduate,73,1,2.0,12,15,4,27,True,29.0
16,86,Low,Postgraduate,68,1,1.0,12,10,-4,22,False,36.0
20,95,High,High School,70,3,2.0,12,15,0,27,True,10.666666666666666
23,87,Medium,College,72,2,0.5,12,5,3,17,False,15.0
29,74,Medium,High School,68,2,1.0,12,10,9,22,False,24.0
24,81,High,High School,68,3,0.5,0,5,4,5,False,8.0
25,87,Low,High School,71,1,0.5,12,5,5,17,False,30.0
21,98,Medium,High School,68,2,1.0,12,10,1,22,False,12.0
28,70,Low,Postgraduate,70,1,1.0,12,10,8,22,False,52.0
22,95,Low,High School,70,1,0.5,12,5,2,17,False,22.0
15,97,Medium,High School,69,2,0.5,12,5,-5,17,False,10.0
28,87,Low,High School,73,1,0.5,12,5,8,17,False,30.0
24,97,Medium,College,72,2,0.5,12,5,4,17,False,10.0
17,76,Medium,Postgraduate,67,2,0.5,0,5,-3,5,False,14.5
17,98,Low,High School,69,1,0.5,0,5,-3,5,False,7.0
22,88,High,College,68,3,0.5,12,5,2,17,False,9.666666666666666
23,62,Medium,Postgraduate,64,2,2.0,0,15,3,15,False,26.5
21,96,Medium,High School,71,2,1.0,12,10,1,22,False,13.0
22,79,Medium,High School,68,2,0.5,12,5,2,17,False,19.0
30,78,Low,High School,70,1,2.0,12,15,10,27,True,49.0
26,83,Low,High School,72,1,1.0,12,10,6,22,False,39.0
21,66,Low,High School,65,1,0.5,12,5,1,17,False,51.0
26,79,Low,College,70,1,0.5,0,5,6,5,False,26.0
14,93,Low,Postgraduate,69,1,0.5,0,5,-6,5,False,12.0
22,61,Medium,Postgraduate,64,2,0.5,0,5,2,5,False,22.0
31,71,Low,High School,67,1,0.5,12,5,11,17,False,46.0
19,60,Low,College,65,1,0.5,12,5,-1,17,False,57.0
15,77,Medium,High School,62,2,0.5,12,5,-5,17,False,20.0
16,89,Low,College,68,1,1.0,0,10,-4,10,False,21.0
13,92,Low,College,68,1,0.5,0,5,-7,5,False,13.0
15,98,Medium,High School,68,2,1.0,0,10,-5,10,False,6.0
18,84,High,Postgraduate,68,3,0.5,12,5,-2,17,False,11.0
12,70,Low,High School,62,1,2.0,12,15,-8,27,True,57.0
20,97,Medium,High School,72,2,0.5,12,5,0,17,False,10.0
25,91,Medium,College,69,2,2.0,0,15,5,15,False,12.0
15,83,Low,High School,68,1,1.0,0,10,-5,10,False,27.0
29,88,Low,College,71,1,1.0,12,10,9,22,False,34.0
23,97,Medium,High School,69,2,1.0,12,10,3,22,False,12.5
26,88,High,High School,71,3,0.5,0,5,6,5,False,5.666666666666667
16,75,Low,High School,65,1,2.0,12,15,-4,27,True,52.0
25,89,Low,High School,68,1,0.5,0,5,5,5,False,16.0
13,62,Low,High School,60,1,0.5,12,5,-7,17,False,55.0
25,75,High,High School,68,3,0.5,12,5,5,17,False,14.0
21,76,Medium,High School,66,2,0.5,0,5,1,5,False,14.5
23,67,Low,High School,66,1,1.0,0,10,3,10,False,43.0
13,61,Low,High School,62,1,2.0,12,15,-7,27,True,66.0
15,65,Low,College,61,1,0.5,0,5,-5,5,False,40.0
24,86,Low,Postgraduate,69,1,2.0,0,15,4,15,False,29.0
14,92,High,High School,69,3,0.5,12,5,-6,17,False,8.333333333333334
23,100,High,Postgraduate,74,3,0.5,12,5,3,17,False,5.666666666666667
12,74,Low,High School,62,1,0.5,12,5,-8,17,False,43.0
25,84,Low,College,67,1,1.0,12,10,5,22,False,38.0
13,97,Low,High School,69,1,0.5,0,5,-7,5,False,8.0
23,67,Low,High School,66,1,0.5,12,5,3,17,False,50.0
24,89,High,College,72,3,0.5,12,5,4,17,False,9.333333333333334
16,90,High,High School,69,3,0.5,0,5,-4,5,False,5.0
23,64,Medium,High School,65,2,1.0,12,10,3,22,False,29.0
22,94,High,Postgraduate,72,3,0.5,0,5,2,5,False,3.6666666666666665
17,93,Medium,High School,69,2,0.5,12,5,-3,17,False,12.0
14,61,Low,High School,60,1,0.5,0,5,-6,5,False,44.0
8,64,High,Postgraduate,61,3,0.5,0,5,-12,5,False,13.666666666666666
22,62,Medium,High School,63,2,0.5,0,5,2,5,False,21.5
11,73,Medium,Postgraduate,63,2,0.5,0,5,-9,5,False,16.0
21,80,High,Postgraduate,68,3,1.0,12,10,1,22,False,14.0
18,81,Medium,College,68,2,0.5,12,5,-2,17,False,18.0
24,71,Low,High School,65,1,0.5,0,5,4,5,False,34.0
18,96,High,High School,71,3,0.5,0,5,-2,5,False,3.0
18,75,Low,High School,64,1,0.5,12,5,-2,17,False,42.0
24,62,Medium,Postgraduate,65,2,0.5,0,5,4,5,False,21.5
22,72,Medium,College,67,2,0.5,12,5,2,17,False,22.5
22,81,Low,High School,67,1,0.5,0,5,2,5,False,24.0
23,76,Low,College,67,1,1.0,12,10,3,22,False,46.0
11,71,Low,College,87,1,0.5,12,5,-9,17,False,46.0
25,65,High,High School,67,3,1.0,12,10,5,22,False,19.0
24,93,Medium,High School,72,2,0.5,12,5,4,17,False,12.0
14,100,Low,High School,69,1,0.5,12,5,-6,17,False,17.0
19,73,High,College,65,3,1.0,12,10,-1,22,False,16.333333333333332
20,75,Low,High School,66,1,0.5,12,5,0,17,False,42.0
19,85,Medium,Postgraduate,70,2,0.5,0,5,-1,5,False,10.0
22,89,Medium,High School,71,2,1.0,12,10,2,22,False,16.5
29,76,Low,College,67,1,1.0,12,10,9,22,False,46.0
26,96,Medium,High School,72,2,2.0,0,15,6,15,False,9.5
12,82,Low,High School,63,1,1.0,0,10,-8,10,False,28.0
24,78,Low,High School,67,1,1.0,12,10,4,22,False,44.0
28,86,Low,High School,72,1,0.5,0,5,8,5,False,19.0
22,98,High,Postgraduate,72,3,0.5,0,5,2,5,False,2.3333333333333335
27,92,Low,College,70,1,0.5,0,5,7,5,False,13.0
32,62,Low,High School,67,1,0.5,0,5,12,5,False,43.0
26,73,Medium,High School,68,2,0.5,0,5,6,5,False,16.0
21,79,Low,High School,67,1,1.0,12,10,1,22,False,43.0
26,73,Low,College,70,1,0.5,0,5,6,5,False,32.0
21,88,Medium,Postgraduate,67,2,1.0,0,10,1,10,False,11.0
20,93,High,College,71,3,0.5,12,5,0,17,False,8.0
18,89,High,Postgraduate,69,3,0.5,12,5,-2,17,False,9.333333333333334
29,100,Low,College,74,1,0.5,12,5,9,17,False,17.0
15,71,Medium,High School,63,2,0.5,0,5,-5,5,False,17.0
29,95,Medium,High School,72,2,0.5,12,5,9,17,False,11.0
23,91,Low,College,71,1,1.0,12,10,3,22,False,31.0
22,89,High,High School,69,3,0.5,12,5,2,17,False,9.333333333333334
7,64,Low,Postgraduate,62,1,1.0,0,10,-13,10,False,46.0
24,92,Medium,College,69,2,0.5,12,5,4,17,False,12.5
25,81,Low,High School,68,1,0.5,12,5,5,17,False,36.0
16,72,Low,High School,67,1,0.5,12,5,-4,17,False,45.0
21,86,Medium,Postgraduate,71,2,0.5,12,5,1,17,False,15.5
32,86,Medium,High School,70,2,1.0,12,10,12,22,False,18.0
17,68,Medium,High School,63,2,1.0,0,10,-3,10,False,21.0
14,61,High,College,60,3,1.0,0,10,-6,10,False,16.333333333333332
29,77,Low,College,69,1,0.5,0,5,9,5,False,28.0
32,83,Low,College,71,1,1.0,12,10,12,22,False,39.0
20,95,High,High School,69,3,0.5,12,5,0,17,False,7.333333333333333
26,97,Medium,College,73,2,0.5,12,5,6,17,False,10.0
28,81,High,College,73,3,0.5,12,5,8,17,False,12.0
16,90,Low,High School,68,1,1.0,0,10,-4,10,False,20.0
17,78,Low,College,67,1,1.0,12,10,-3,22,False,44.0
27,90,Medium,College,74,2,1.0,0,10,7,10,False,10.0
30,68,Low,College,68,1,1.0,0,10,10,10,False,42.0
23,75,Medium,College,69,2,0.5,0,5,3,5,False,15.0
15,85,Low,College,69,1,0.5,0,5,-5,5,False,20.0
32,61,Low,College,68,1,1.0,12,10,12,22,False,61.0
17,89,Low,High School,66,1,1.0,0,10,-3,10,False,21.0
18,93,Low,Postgraduate,69,1,1.0,12,10,-2,22,False,29.0
22,76,Low,College,66,1,0.5,12,5,2,17,False,41.0
29,78,Low,College,72,1,1.0,12,10,9,22,False,44.0
22,91,Low,High School,68,1,1.0,12,10,2,22,False,31.0
23,72,Low,High School,66,1,0.5,12,5,3,17,False,45.0
20,73,Low,High School,65,1,2.0,12,15,0,27,True,54.0
23,87,Low,Postgraduate,71,1,0.5,0,5,3,5,False,18.0
5,83,Low,High School,61,1,1.0,12,10,-15,22,False,39.0
18,66,Low,College,63,1,0.5,12,5,-2,17,False,51.0
21,72,Medium,High School,66,2,0.5,12,5,1,17,False,22.5
13,96,High,Postgraduate,69,3,0.5,0,5,-7,5,False,3.0
22,88,Medium,High School,71,2,1.0,12,10,2,22,False,17.0
19,99,High,High School,73,3,0.5,12,5,-1,17,False,6.0
